,index,r,l,t
1107,1107,53.942879000000005,22,244.1494529247284
1108,1108,59.443189000000004,24,244.3833200931549
1109,1109,52.326190999999994,21,244.58509397506714
1110,1110,69.880377,27,244.828754901886
1111,1111,56.713269999999994,23,245.05794596672058
1112,1112,57.262995,23,245.29202699661255
1113,1113,52.526346,21,245.4947910308838
1114,1114,49.883921,20,245.68279790878296
1115,1115,71.756763,28,245.92222499847412
1116,1116,51.902081,21,246.12215900421143
1117,1117,62.724858999999995,25,246.3449261188507
1118,1118,51.409157,21,246.53374004364014
1119,1119,56.988725,23,246.7508680820465
1120,1120,64.025228,25,246.98780298233032
1121,1121,46.368598,18,247.18802690505981
1122,1122,51.582077000000005,21,247.39015197753906
1123,1123,52.005390000000006,21,247.60218405723572
1124,1124,52.364799,21,247.82231497764587
1125,1125,66.612411,26,248.05926704406738
1126,1126,61.534457999999994,23,248.30538296699524
1127,1127,68.257018,23,248.53038811683655
1128,1128,52.322028,21,248.71978211402893
1129,1129,61.690371999999996,24,248.94228196144104
1130,1130,56.326976,22,249.16774201393127
1131,1131,59.819458,24,249.3805820941925
1132,1132,62.750351,23,249.59700989723206
1133,1133,68.787267,27,249.83826303482056
1134,1134,49.714923999999996,19,250.05263090133667
1135,1135,53.760179,22,250.2693169116974
1136,1136,62.830521,23,250.5289011001587
1137,1137,56.337393999999996,23,250.788959980011
1138,1138,58.353415000000005,23,251.07073497772217
1139,1139,56.990588,23,251.3522229194641
1140,1140,54.87286700000001,22,251.63128304481506
1141,1141,67.401457,26,251.90616607666016
1142,1142,62.699893,24,252.16671109199524
1143,1143,56.828047,24,252.43244791030884
1144,1144,54.730672,22,252.64648699760437
1145,1145,59.089909999999996,23,252.88550806045532
1146,1146,75.60474599999999,29,254.58357000350952
1147,1147,49.030111,20,254.76219701766968
1148,1148,66.773832,26,255.02054595947266
1149,1149,59.4775,24,255.26339888572693
1150,1150,49.030111,20,255.4408860206604
1151,1151,68.683136,24,255.68948101997375
1152,1152,72.38175,28,255.94130396842957
1153,1153,62.663343000000005,24,256.18274998664856
1154,1154,59.75358000000001,24,256.42195892333984
1155,1155,57.851409999999994,22,256.65167593955994
1156,1156,74.520899,25,256.9102349281311
1157,1157,65.501255,26,257.1497390270233
1158,1158,49.868959000000004,20,257.3406949043274
1159,1159,51.930496000000005,21,257.54253792762756
1160,1160,65.584737,26,257.7826020717621
1161,1161,57.533758999999996,23,258.0099070072174
1162,1162,62.750329,22,258.26644492149353
1163,1163,74.672035,28,258.57333397865295
1164,1164,52.095946999999995,21,258.79717206954956
1165,1165,54.843754000000004,22,259.03428292274475
1166,1166,58.47450500000001,23,259.2558550834656
1167,1167,52.150535999999995,21,259.4547619819641
1168,1168,58.302899,23,259.67054510116577
1169,1169,54.032662,22,259.8944959640503
1170,1170,69.690974,27,260.1485641002655
1171,1171,67.411752,26,260.3953619003296
1172,1172,60.638695999999996,24,260.653981924057
1173,1173,69.34614,27,260.93074893951416
1174,1174,70.230825,27,261.2816638946533
1175,1175,72.484537,28,261.59233689308167
1176,1176,51.935457,21,261.81998801231384
1177,1177,51.340936,21,262.04982590675354
1178,1178,71.93252199999999,28,262.34850692749023
1179,1179,63.371302,25,262.6600830554962
1180,1180,56.988661,23,262.98181796073914
1181,1181,68.955157,27,263.33620595932007
1182,1182,55.691961,21,263.6085650920868
1183,1183,67.401057,25,263.91894793510437
1184,1184,72.246315,28,264.2152109146118
1185,1185,65.721592,25,264.47694993019104
1186,1186,55.359289000000004,21,264.71456003189087
1187,1187,61.344395999999996,22,264.9548668861389
1188,1188,52.419238,21,265.2123839855194
1189,1189,56.589579,21,267.00713205337524
1190,1190,50.036258000000004,20,267.22869896888733
1191,1191,58.400123,23,267.47418999671936
1192,1192,60.149679000000006,23,267.7701930999756
1193,1193,72.67187,25,268.06985902786255
1194,1194,54.24273,22,268.2856709957123
1195,1195,69.187147,26,268.5658440589905
1196,1196,72.57113199999999,28,268.83753204345703
1197,1197,57.328891000000006,23,269.08647203445435
1198,1198,54.302288,22,269.33034110069275
1199,1199,52.777862,19,269.55812406539917
1200,1200,53.721646,22,269.786376953125
1201,1201,70.655548,27,270.0303840637207
1202,1202,65.596756,26,270.27228307724
1203,1203,68.473871,27,270.51189398765564
1204,1204,65.193931,24,270.76590394973755
1205,1205,54.192356000000004,21,270.97969603538513
1206,1206,53.255587,21,271.1749529838562
1207,1207,65.04730500000001,25,271.4123890399933
1208,1208,55.17361700000001,21,271.6725730895996
1209,1209,62.390428,25,271.95370292663574
1210,1210,69.96937199999999,27,272.2305009365082
1211,1211,62.487035,22,272.4850330352783
1212,1212,63.340644999999995,22,272.69566106796265
1213,1213,57.118341,21,272.9726378917694
1214,1214,57.821606,23,273.21149802207947
1215,1215,34.995453000000005,11,273.3255240917206
1216,1216,73.407433,28,273.5749490261078
1217,1217,60.625758999999995,24,273.82539892196655
1218,1218,51.395276,21,274.0569899082184
1219,1219,49.928295,20,274.2768919467926
1220,1220,60.567885,24,274.50420808792114
1221,1221,52.079684,21,274.72007298469543
1222,1222,52.107323,21,274.9472379684448
1223,1223,54.555541000000005,22,275.19955110549927
1224,1224,73.724121,28,275.5097041130066
1225,1225,52.54376,21,275.797327041626
1226,1226,56.986874,23,276.06653809547424
1227,1227,54.370985,22,276.2960960865021
1228,1228,53.448921,22,276.5173990726471
1229,1229,53.167666000000004,22,276.73688888549805
1230,1230,51.969264,21,276.97571897506714
1231,1231,59.289469999999994,24,277.22543692588806
1232,1232,72.401022,27,277.513720035553
1233,1233,61.4503,24,279.20152592658997
1234,1234,64.97134399999999,26,279.4377279281616
1235,1235,52.327418,21,279.6336600780487
1236,1236,59.351583999999995,23,279.8450028896332
1237,1237,66.146075,26,280.1364290714264
1238,1238,70.641814,25,280.36698603630066
1239,1239,59.579280000000004,24,280.5919539928436
1240,1240,53.846236,22,280.7934169769287
1241,1241,64.84066700000001,24,281.027489900589
1242,1242,70.232461,27,281.2568459510803
1243,1243,65.58045200000001,26,281.47599697113037
1244,1244,53.746978000000006,21,281.666384935379
1245,1245,57.48582,23,281.8805389404297
1246,1246,60.394096,25,282.1395010948181
1247,1247,59.82196999999999,24,282.37929701805115
1248,1248,53.87471800000001,22,282.5970239639282
1249,1249,51.782371999999995,21,282.80441403388977
1250,1250,70.4419,27,283.05189204216003
1251,1251,56.993171999999994,23,283.2838840484619
1252,1252,54.055580000000006,22,283.4951949119568
1253,1253,51.12919,21,283.71123600006104
1254,1254,53.460578000000005,22,283.9301791191101
1255,1255,73.957261,29,284.2102520465851
1256,1256,53.50745,18,284.4182119369507
1257,1257,68.145028,25,284.71212100982666
1258,1258,54.493837,22,284.9326229095459
1259,1259,56.189168,21,285.1723449230194
1260,1260,62.657127,25,285.4007740020752
1261,1261,77.35786999999999,29,285.6568560600281
1262,1262,62.16156899999999,25,285.87441897392273
1263,1263,51.543665999999995,21,286.0737109184265
1264,1264,60.296293000000006,24,286.32676911354065
1265,1265,48.8855,17,286.54479598999023
1266,1266,62.992819999999995,25,286.84070801734924
1267,1267,61.682339,28,287.17822098731995
1268,1268,60.250801,24,287.4400849342346
1269,1269,56.846043,26,287.74146008491516
1270,1270,54.027851,22,287.9970829486847
1271,1271,75.786121,28,288.2696850299835
1272,1272,60.598489,24,288.51677203178406
1273,1273,50.296799,18,288.7211980819702
1274,1274,56.66621,23,288.95709109306335
1275,1275,66.304369,26,289.1960771083832
1276,1276,75.316354,29,290.8659989833832
1277,1277,70.51984300000001,27,291.1230220794678
1278,1278,69.528992,27,291.37367701530457
1279,1279,58.294644999999996,24,291.62161803245544
1280,1280,69.305696,27,291.8646628856659
1281,1281,76.033001,29,292.12200593948364
1282,1282,53.326296,22,292.32851696014404
1283,1283,59.628642000000006,24,292.5410280227661
1284,1284,72.435249,28,292.79362511634827
1285,1285,69.111796,23,293.0068271160126
1286,1286,62.298152,25,293.2325620651245
1287,1287,70.660787,27,293.47773909568787
1288,1288,53.159696999999994,20,293.68406105041504
1289,1289,54.544886,22,293.90405797958374
1290,1290,53.811502000000004,22,294.12590193748474
1291,1291,66.892312,26,294.3659420013428
1292,1292,47.566666999999995,18,294.5615670681
1293,1293,59.733654,24,294.807452917099
1294,1294,63.638663,25,295.0945439338684
1295,1295,75.80711,29,295.3570671081543
1296,1296,79.217232,30,295.6351308822632
1297,1297,56.675185,23,295.874146938324
1298,1298,43.663911999999996,15,296.052894115448
1299,1299,69.115241,27,296.3164930343628
1300,1300,62.019061,24,296.5862150192261
1301,1301,70.427868,27,296.860328912735
1302,1302,52.73449300000001,21,297.0802869796753
1303,1303,62.397020999999995,25,297.35846996307373
1304,1304,59.462603,24,297.59795904159546
1305,1305,69.327395,27,297.8667778968811
1306,1306,56.45115,23,298.1162779331207
1307,1307,55.91046899999999,23,298.3624439239502
1308,1308,54.715391000000004,22,298.61327600479126
1309,1309,75.354247,29,298.91341495513916
1310,1310,56.113178000000005,22,299.16182589530945
1311,1311,53.641096999999995,22,299.39653396606445
1312,1312,56.160293,23,299.6525580883026
1313,1313,70.120409,25,299.9013969898224
1314,1314,52.461842000000004,21,300.11592507362366
1315,1315,59.963429000000005,24,300.3986060619354
1316,1316,53.955477,22,300.62386989593506
1317,1317,50.076732,18,300.84085988998413
1318,1318,53.36033199999999,21,301.1025459766388
1319,1319,71.035779,24,302.87512707710266
1320,1320,58.564529,24,303.12624311447144
1321,1321,63.38384,25,303.38588094711304
1322,1322,63.032472,25,303.6380670070648
1323,1323,59.203537,23,303.8675539493561
1324,1324,76.83723,29,304.12256598472595
1325,1325,62.528133,25,304.378643989563
1326,1326,57.018483999999994,23,304.6018509864807
1327,1327,68.61645899999999,25,304.8550250530243
1328,1328,52.624502,22,305.07566809654236
1329,1329,54.643395,22,305.29258608818054
1330,1330,60.071713,24,305.52435207366943
1331,1331,66.865613,26,305.7596220970154
1332,1332,59.469917,24,305.99674797058105
1333,1333,63.238179,25,306.2490539550781
1334,1334,63.68465500000001,23,306.49178099632263
1335,1335,70.589823,27,306.73672008514404
1336,1336,63.621097999999996,23,306.96782994270325
1337,1337,75.70525500000001,29,307.25988006591797
1338,1338,56.967465000000004,23,307.48858404159546
1339,1339,57.37025500000001,22,307.73628211021423
1340,1340,46.121442,17,307.9350380897522
1341,1341,72.426335,28,308.1933629512787
1342,1342,42.685774,16,308.3674750328064
1343,1343,52.875597,21,308.585412979126
1344,1344,63.182745999999995,25,308.87077498435974
1345,1345,57.468238,23,309.1427159309387
1346,1346,56.620692000000005,23,309.3721489906311
1347,1347,59.279937,23,309.5976710319519
1348,1348,65.46513900000001,26,309.82329201698303
1349,1349,67.28390999999999,26,310.0502951145172
1350,1350,70.088394,27,310.3164370059967
1351,1351,63.455490000000005,25,310.57936811447144
1352,1352,72.420509,28,310.8807020187378
1353,1353,70.57305500000001,27,311.19685792922974
1354,1354,55.146741000000006,22,311.47138810157776
1355,1355,55.229535999999996,22,311.70810294151306
1356,1356,65.492777,26,311.96264600753784
1357,1357,69.463545,24,312.21697092056274
1358,1358,57.69216,21,312.47159004211426
1359,1359,60.553637,24,312.73142099380493
1360,1360,45.507289,17,312.9296100139618
1361,1361,55.074996,23,313.2145380973816
1362,1362,70.14909200000001,27,315.04972791671753
1363,1363,72.175,28,315.38502502441406
1364,1364,59.47801,23,315.64963006973267
1365,1365,57.563643000000006,23,315.9028990268707
1366,1366,56.557945,23,316.21621894836426
1367,1367,57.987524,23,316.4598300457001
1368,1368,72.506422,28,316.75227904319763
1369,1369,55.365451,21,317.07906794548035
1370,1370,57.60821899999999,23,317.33730602264404
1371,1371,55.187639000000004,22,317.59132194519043
1372,1372,62.284895999999996,25,317.88834500312805
1373,1373,59.826806000000005,24,318.19191098213196
1374,1374,51.560686,21,318.4314429759979
1375,1375,52.810972,21,318.67657709121704
1376,1376,73.312651,28,319.0010669231415
1377,1377,61.255452000000005,24,319.2426869869232
1378,1378,51.993142,21,319.4786169528961
1379,1379,56.918127,22,319.7438669204712
1380,1380,53.993027000000005,22,320.0004560947418
1381,1381,58.032113,23,320.2612679004669
1382,1382,72.643934,28,320.5291531085968
1383,1383,52.426421000000005,21,320.73729705810547
1384,1384,63.074263,21,320.96187806129456
1385,1385,62.600441000000004,21,321.1976981163025
1386,1386,64.055888,22,321.43834590911865
1387,1387,56.224128,23,321.69487404823303
1388,1388,46.841082,17,321.9060559272766
1389,1389,66.074287,26,322.1764531135559
1390,1390,52.253147,21,322.40008306503296
1391,1391,99.12021700000001,33,322.72326397895813
1392,1392,73.962598,28,323.0035870075226
1393,1393,60.645357,24,323.27976393699646
1394,1394,53.010794,20,323.55841398239136
1395,1395,71.692977,27,323.8778440952301
1396,1396,62.110209,25,324.1721351146698
1397,1397,61.586448,25,324.4594769477844
1398,1398,69.996297,27,324.73553705215454
1399,1399,54.527113,22,324.95469403266907
1400,1400,70.213111,27,325.2347459793091
1401,1401,65.58088599999999,25,325.4962320327759
1402,1402,65.835714,24,325.74336409568787
1403,1403,63.565821,25,326.13320899009705
1404,1404,60.164421999999995,24,326.3778541088104
1405,1405,48.804173,20,328.05460810661316
1406,1406,75.028144,27,328.35370993614197
1407,1407,66.959937,26,328.61916303634644
1408,1408,57.127724,22,328.90960907936096
1409,1409,64.303768,22,329.1413769721985
1410,1410,52.625876,21,329.38885498046875
1411,1411,58.659276,20,329.66398310661316
1412,1412,52.33461,19,329.9133930206299
1413,1413,66.47564,26,330.19148898124695
1414,1414,51.807573,21,330.4318859577179
1415,1415,54.444185,22,330.6661078929901
1416,1416,50.44804,20,330.878210067749
1417,1417,42.918378999999995,15,331.0360848903656
1418,1418,53.657377000000004,22,331.30343794822693
1419,1419,73.979271,27,331.5986759662628
1420,1420,72.540592,28,331.88237404823303
1421,1421,75.083499,29,332.2170379161835
1422,1422,62.007270999999996,25,332.5989909172058
1423,1423,61.565776,25,332.97445011138916
1424,1424,60.089057,24,333.2982199192047
1425,1425,70.221805,25,333.6437289714813
1426,1426,59.028812,24,333.93635606765747
1427,1427,56.76475,23,334.1952350139618
1428,1428,59.13033299999999,20,334.44317603111267
1429,1429,51.003946,20,334.6354079246521
1430,1430,70.686087,25,334.95888900756836
1431,1431,56.486429,23,335.2057099342346
1432,1432,60.476604,24,335.48011302948
1433,1433,76.51671,29,335.7708339691162
1434,1434,78.190692,28,336.0833270549774
1435,1435,66.736811,26,336.3380980491638
1436,1436,64.35635,23,336.594153881073
1437,1437,79.611809,30,336.8773720264435
1438,1438,75.050136,29,337.16928911209106
1439,1439,80.047128,22,337.46444511413574
1440,1440,86.285185,30,337.7953770160675
1441,1441,51.851372999999995,21,338.0420980453491
1442,1442,55.105861,21,338.27962708473206
1443,1443,75.765019,28,338.59621000289917
1444,1444,54.781954000000006,22,338.82319498062134
1445,1445,79.025195,30,339.1164720058441
1446,1446,55.613986,19,339.324059009552
1447,1447,73.536716,28,341.1387228965759
1448,1448,79.041995,30,341.46013593673706
1449,1449,70.36706,27,341.742947101593
1450,1450,60.357364000000004,24,342.0172760486603
1451,1451,66.000218,26,342.30231189727783
1452,1452,80.434701,27,342.56410002708435
1453,1453,60.474714,24,342.81038904190063
1454,1454,59.356685999999996,24,343.0430519580841
1455,1455,69.002654,23,343.28186202049255
1456,1456,65.651839,25,343.5681300163269
1457,1457,49.762377,18,343.9588599205017
1458,1458,53.711137,22,344.4238829612732
1459,1459,76.939981,25,344.8760459423065
1460,1460,65.744785,26,345.28765296936035
1461,1461,50.251612,20,345.56484293937683
1462,1462,71.268635,28,345.82921600341797
1463,1463,61.076634999999996,23,346.0906720161438
1464,1464,72.70913399999999,28,346.36175990104675
1465,1465,68.953863,26,346.6800560951233
1466,1466,63.712253000000004,25,346.91837906837463
1467,1467,58.46909599999999,21,347.20925211906433
1468,1468,64.497648,26,347.4835069179535
1469,1469,67.759946,27,347.7706129550934
1470,1470,69.373195,27,348.02434396743774
1471,1471,70.93496999999999,25,348.25747990608215
1472,1472,56.031185,23,348.48920607566833
1473,1473,69.32901899999999,27,348.7525169849396
1474,1474,68.254912,25,349.0640780925751
1475,1475,56.651428,22,349.33875608444214
1476,1476,57.353646999999995,20,349.5637719631195
1477,1477,56.561165,23,349.80264711380005
1478,1478,69.68249200000001,27,350.06226897239685
1479,1479,63.940068999999994,26,350.34470796585083
1480,1480,51.516022,21,350.57672905921936
1481,1481,76.776009,29,350.88580107688904
1482,1482,53.78186899999999,22,351.16133308410645
1483,1483,53.992164,19,351.4195499420166
1484,1484,65.279232,24,351.6571190357208
1485,1485,71.472569,28,351.935506105423
1486,1486,54.372716000000004,18,352.1130108833313
1487,1487,64.088247,21,352.31352496147156
1488,1488,73.011882,28,352.5948760509491
1489,1489,62.53321999999999,23,354.2526481151581
1490,1490,57.280359,23,354.50120401382446
1491,1491,49.15892,20,354.72688007354736
1492,1492,73.989724,25,355.01575899124146
1493,1493,85.421644,30,355.32276701927185
1494,1494,63.479388,27,355.61032009124756
1495,1495,72.569631,28,355.8819110393524
1496,1496,69.628222,27,356.1375141143799
1497,1497,65.139926,24,356.3805079460144
1498,1498,61.934153,25,356.6284980773926
1499,1499,61.765721,25,356.86530900001526
1500,1500,59.889253000000004,24,357.1081368923187
1501,1501,72.39308299999999,28,357.3644440174103
1502,1502,54.275144999999995,22,357.5896248817444
1503,1503,73.79202,27,357.8453850746155
1504,1504,73.455934,28,358.1110849380493
1505,1505,75.008547,29,358.37025809288025
1506,1506,61.907371999999995,23,358.617271900177
1507,1507,80.213378,30,358.8871030807495
1508,1508,68.53653800000001,27,359.1446750164032
1509,1509,59.609415000000006,24,359.3743851184845
1510,1510,67.90619699999999,23,359.6227080821991
1511,1511,55.051095,22,359.85046195983887
1512,1512,52.364627,21,360.06286811828613
1513,1513,57.564108,23,360.31666898727417
1514,1514,57.011629000000006,23,360.56912088394165
1515,1515,57.355872,22,360.80580711364746
1516,1516,76.671044,26,361.100270986557
1517,1517,67.05085,23,361.37236309051514
1518,1518,54.979014,22,361.61275005340576
1519,1519,63.177411,25,361.8904368877411
1520,1520,49.904324,20,362.11080408096313
1521,1521,74.483947,28,362.38776898384094
1522,1522,59.595543000000006,24,362.6656439304352
1523,1523,60.070731,24,362.91038608551025
1524,1524,55.05236,22,363.1668140888214
1525,1525,61.24722,24,363.4224739074707
1526,1526,57.761099,22,363.69046902656555
1527,1527,51.585653,21,363.9238679409027
1528,1528,55.633438,21,364.15121603012085
1529,1529,50.257946000000004,18,364.36671710014343
1530,1530,62.205238,25,364.6494460105896
1531,1531,56.83045799999999,23,364.88141989707947
1532,1532,75.017391,27,366.58322310447693
1533,1533,41.503965,15,366.74930906295776
1534,1534,56.697417,23,366.9909710884094
1535,1535,84.05261899999999,30,367.3222920894623
1536,1536,59.313340000000004,22,367.5782799720764
1537,1537,53.091914,21,367.8071320056915
1538,1538,56.655018999999996,23,368.0367519855499
1539,1539,72.435565,28,368.2925500869751
1540,1540,59.89439399999999,19,368.4705948829651
1541,1541,78.944725,30,368.7603189945221
1542,1542,51.677189,19,368.9809000492096
1543,1543,60.217211,24,369.2584810256958
1544,1544,73.71001,28,369.51485300064087
1545,1545,51.766814000000004,21,369.72272396087646
1546,1546,54.355421,20,369.94076108932495
1547,1547,55.037801,22,370.15929889678955
1548,1548,51.954357,21,370.3720850944519
1549,1549,56.628639,22,370.6165599822998
1550,1550,57.06150699999999,23,370.84302592277527
1551,1551,73.479878,28,371.0938949584961
1552,1552,62.337258999999996,25,371.3259599208832
1553,1553,77.953202,31,371.649866104126
1554,1554,63.987821,22,371.88674807548523
1555,1555,61.094454000000006,20,372.0876920223236
1556,1556,64.898012,26,372.37096190452576
1557,1557,50.768587,21,372.57361102104187
1558,1558,60.480959999999996,24,372.80693006515503
1559,1559,71.681525,28,373.0555639266968
1560,1560,67.57647,26,373.343710899353
1561,1561,70.109339,27,373.59299898147583
1562,1562,72.697184,26,373.8554608821869
1563,1563,57.444673,21,374.11834597587585
1564,1564,60.233771,24,374.36919593811035
1565,1565,58.411448,23,374.6084289550781
1566,1566,68.621756,27,374.87340688705444
1567,1567,66.237279,26,375.1270980834961
1568,1568,54.225136,22,375.4028990268707
1569,1569,71.653717,28,375.6902561187744
1570,1570,56.37224499999999,21,375.91719698905945
1571,1571,73.015774,27,376.18194699287415
1572,1572,56.743097,23,376.43165493011475
1573,1573,57.98133000000001,23,376.6768910884857
1574,1574,77.80833100000001,26,378.31784105300903
1575,1575,59.671523,23,378.57227301597595
1576,1576,51.351056,21,378.79827904701233
1577,1577,58.617957,20,379.01802611351013
1578,1578,68.201012,27,379.31098198890686
1579,1579,61.987095,22,379.5376949310303
1580,1580,63.04585600000001,25,379.79912996292114
1581,1581,51.576978999999994,21,380.0134160518646
1582,1582,57.83805,23,380.23177909851074
1583,1583,70.003489,23,380.4528110027313
1584,1584,67.087851,26,380.68527603149414
1585,1585,73.396579,28,380.93517899513245
1586,1586,49.057497,17,381.0995090007782
1587,1587,83.967711,30,381.38838291168213
1588,1588,86.561208,32,381.68477296829224
1589,1589,55.049777,22,381.895131111145
1590,1590,60.278865,20,382.0896999835968
1591,1591,65.670896,25,382.3761649131775
1592,1592,57.738246,22,382.6201341152191
1593,1593,67.26520699999999,22,382.8437659740448
1594,1594,63.562902,24,383.12209391593933
1595,1595,69.238664,27,383.36071610450745
1596,1596,54.561075,21,383.5630340576172
1597,1597,59.994152,18,383.7340669631958
1598,1598,58.185916000000006,20,383.92716789245605
1599,1599,73.751222,25,384.1654200553894
1600,1600,60.857623,24,384.4068579673767
1601,1601,60.894746,24,384.656711101532
1602,1602,74.972062,29,384.91330194473267
1603,1603,74.971377,25,385.147665977478
1604,1604,48.035157,16,385.31531405448914
1605,1605,70.522074,27,385.5755000114441
1606,1606,60.074927,24,385.8441240787506
1607,1607,63.540014,21,386.0780038833618
1608,1608,65.111468,25,386.351322889328
1609,1609,62.846180000000004,25,386.65370202064514
1610,1610,81.731452,30,386.97085094451904
1611,1611,76.992566,26,387.2607660293579
1612,1612,83.20471500000001,32,387.59244108200073
1613,1613,54.68970899999999,22,387.83030104637146
1614,1614,72.269769,28,388.10607504844666
1615,1615,55.264342000000006,22,388.34165501594543
1616,1616,58.683627,22,388.5847330093384
1617,1617,66.607251,26,390.23561692237854
1618,1618,67.503457,27,390.53282403945923
1619,1619,59.262671999999995,24,390.7989308834076
1620,1620,77.040769,28,391.0899980068207
1621,1621,71.458299,28,391.3480019569397
1622,1622,76.657191,29,391.60561990737915
1623,1623,57.87746,23,391.83589601516724
1624,1624,60.698367000000005,24,392.09839510917664
1625,1625,55.470276,23,392.34791898727417
1626,1626,69.823239,27,392.59459495544434
1627,1627,71.21299499999999,25,392.8522729873657
1628,1628,77.119404,29,393.10079288482666
1629,1629,52.198589,19,393.3218469619751
1630,1630,59.350505000000005,24,393.5413599014282
1631,1631,78.698756,29,393.83629608154297
1632,1632,53.649322,22,394.0604341030121
1633,1633,60.398920999999994,25,394.2946150302887
1634,1634,48.422573,17,394.4786870479584
1635,1635,75.221634,29,394.7392420768738
1636,1636,54.787552000000005,22,394.9558629989624
1637,1637,72.173067,28,395.2472229003906
1638,1638,54.12351700000001,22,395.4665970802307
1639,1639,49.676463,16,395.62200808525085
1640,1640,81.39363,28,395.90326404571533
1641,1641,57.48678,23,396.1445310115814
1642,1642,74.455782,26,396.40536093711853
1643,1643,63.055046,25,396.6686170101166
1644,1644,53.362338,22,396.9031250476837
1645,1645,57.809943999999994,20,397.1092700958252
1646,1646,57.221414,23,397.36079597473145
1647,1647,72.660193,28,397.6196880340576
1648,1648,52.129021,21,397.83417105674744
1649,1649,58.801653,24,398.10588097572327
1650,1650,61.443693,24,398.3754699230194
1651,1651,71.975301,28,398.6538360118866
1652,1652,69.810148,25,398.9097030162811
1653,1653,67.761062,26,399.1953721046448
1654,1654,57.955622,22,399.45711398124695
1655,1655,59.625747,24,399.7344100475311
1656,1656,55.384078,21,399.9882481098175
1657,1657,57.224775,22,400.2197160720825
1658,1658,81.643928,27,400.5081899166107
1659,1659,74.18269599999999,28,402.2132890224457
1660,1660,79.03312700000001,29,402.5167570114136
1661,1661,60.29904499999999,20,402.74859404563904
1662,1662,63.02464200000001,25,403.02159810066223
1663,1663,72.664177,28,403.2894780635834
1664,1664,64.064992,22,403.5200300216675
1665,1665,60.999652000000005,24,403.73914098739624
1666,1666,66.406755,26,403.99478006362915
1667,1667,73.814165,28,404.265930891037
1668,1668,73.631966,28,404.53031492233276
1669,1669,62.237816,25,404.79070711135864
1670,1670,82.549324,31,405.14285588264465
1671,1671,54.924149,18,405.32738304138184
1672,1672,52.323032,21,405.5260989665985
1673,1673,79.626354,29,405.79621601104736
1674,1674,60.06041,24,406.03321290016174
1675,1675,57.968113,23,406.28453397750854
1676,1676,73.74860100000001,28,406.56163811683655
1677,1677,67.539006,22,406.7833139896393
1678,1678,49.157527,18,406.98368406295776
1679,1679,68.835081,24,407.2426381111145
1680,1680,62.224987,25,407.4777750968933
1681,1681,64.672565,26,407.7505249977112
1682,1682,59.24126,20,407.95495104789734
1683,1683,62.862578000000006,22,408.20904994010925
1684,1684,47.088174,16,408.38419795036316
1685,1685,83.092955,30,408.6868529319763
1686,1686,57.187805000000004,23,408.92740988731384
1687,1687,57.496283999999996,23,409.1645441055298
1688,1688,54.22539499999999,22,409.3879759311676
1689,1689,47.473588,17,409.5717840194702
1690,1690,59.591806000000005,24,409.8251121044159
1691,1691,63.21767,25,410.0881381034851
1692,1692,64.76613,26,410.35266304016113
1693,1693,70.61806899999999,24,410.6118628978729
1694,1694,68.45373599999999,27,410.92509603500366
1695,1695,59.648137,22,411.19111704826355
1696,1696,72.58928,26,411.486545085907
1697,1697,45.361119,17,411.69277906417847
1698,1698,61.185953000000005,24,411.98024010658264
1699,1699,60.829898,23,412.22866702079773
1700,1700,68.51431099999999,23,412.4732310771942
1701,1701,75.009897,29,412.75794291496277
1702,1702,60.068768999999996,21,414.4188189506531
1703,1703,76.242335,29,414.71377205848694
1704,1704,49.131102,16,414.9091250896454
1705,1705,59.312828,24,415.17263293266296
1706,1706,53.723392000000004,19,415.3730549812317
1707,1707,60.031696,22,415.6464159488678
1708,1708,108.023048,31,415.943176984787
1709,1709,82.544838,28,416.211886882782
1710,1710,64.966525,25,416.4794011116028
1711,1711,56.705521999999995,23,416.7142810821533
1712,1712,59.292936,24,416.9662449359894
1713,1713,83.045955,29,417.2666440010071
1714,1714,59.288553,24,417.520299911499
1715,1715,59.737379000000004,24,417.7718210220337
1716,1716,95.439861,34,418.1030550003052
1717,1717,50.687517,19,418.30787801742554
1718,1718,73.019688,28,418.5606029033661
1719,1719,73.145954,28,418.8072030544281
1720,1720,72.807896,25,419.0614130496979
1721,1721,74.312474,29,419.3213760852814
1722,1722,43.271509,16,419.4823338985443
1723,1723,66.151139,26,419.726114988327
1724,1724,55.024678,22,419.9584789276123
1725,1725,72.664598,28,420.2216889858246
1726,1726,76.497886,28,420.50185990333557
1727,1727,70.236751,27,420.75019788742065
1728,1728,54.772271999999994,19,420.97072196006775
1729,1729,58.989098,24,421.21930408477783
1730,1730,53.531018,22,421.4447898864746
1731,1731,81.457511,31,421.7404890060425
1732,1732,54.41895600000001,22,421.9662890434265
1733,1733,63.543234999999996,22,422.20936608314514
1734,1734,76.19145300000001,29,422.4997589588165
1735,1735,63.192638,24,422.75713896751404
1736,1736,60.278197,24,423.00544905662537
1737,1737,53.018221,19,423.2445549964905
1738,1738,61.618023,25,423.5327229499817
1739,1739,71.991381,28,423.8175220489502
1740,1740,69.99893399999999,27,424.091276884079
1741,1741,65.94524,26,424.36048698425293
1742,1742,68.633636,25,424.615483045578
1743,1743,77.215339,28,426.317990064621
1744,1744,56.099754000000004,21,426.5645830631256
1745,1745,51.724287,21,426.7836980819702
1746,1746,71.966267,25,427.0489308834076
1747,1747,59.732185,20,427.2939200401306
